Accepted Symbol,Synonym Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Family,Duration,Native Status,Active Growth Period,Fire Resistance,Bloom Period
DAEN,,Dalea enneandra,NA (L48),"USA(CO, IA, IL, KS, MO, MT, ND, NE, NM, OK, SD, TX, WY)",Fabaceae,Perennial,L48(N),,,
DAFO2,,Dalea foliosa,NA (L48),"USA(AL, IL, TN, WI)",Fabaceae,Perennial,L48(N),,,
DALE3,,Dalea leporina,NA (L48),"USA(AL, AZ, CO, IA, IL, IN, KS, MA, MI, MN, MO, ND, NE, NM, OH, PA, SD, TN, TX, VA, WI)",Fabaceae,Annual,L48(N),,,
DANTH,,Danthonia,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(I,N)",,,
DASIP,,Dasiphora,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY)",Rosaceae,,L48(N)CAN(N)SPM(N),,,
DASIS,,Dasistoma,NA (L48),"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MI, MO, MS, NE, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Scrophulariaceae,,L48(N),,,
DAMA,,Dasistoma macrophylla,NA (L48),"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MI, MO, MS, NE, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Scrophulariaceae,Annual,L48(N),,,
DATUR,,Datura,"NA (L48, PB)","CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV)",Solanaceae,,"L48(I,N)CAN(I,W)",,,
DAWR2,,Datura wrightii,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, FL, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TX, UT, VA, WA, WI, WV)",Solanaceae,"Annual, Perennial",L48(N)PR(N)VI(I),,,
DAUCU,,Daucus,"NA (L48, PB)","CAN(BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Apiaceae,,"L48(I,N)CAN(I,N)SPM(I)",,,
DECOD,,Decodon,NA (L48),"CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Lythraceae,,L48(N)CAN(N),,,
DELPH,,Delphinium,NA (L48),"CAN(AB, BC, MB, NB, NT, SK, YT), USA(AK, AL, AR, AZ, CA, CO, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NM, NV, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Ranunculaceae,,"L48(I,N)CAN(I,N)",,,
DECAC3,,Delphinium carolinianum ssp. carolinianum,NA (L48),"USA(AL, AR, FL, GA, IA, IL, KS, KY, LA, MO, MS, OK, SC, TX)",Ranunculaceae,Perennial,L48(N),,,
DETR,,Delphinium tricorne,NA (L48),"USA(AL, AR, DC, GA, IA, IL, IN, KS, KY, MD, MN, MO, MS, NC, NE, OH, OK, PA, SC, TN, VA, WV)",Ranunculaceae,Perennial,L48(N),,,
DENNS,,Dennstaedtia,NA (L48),"CAN(NB, NF, NS, ON, PE, QC), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, MA, MD, ME, MI, MO, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Dennstaedtiaceae,,L48(N)CAN(N),,,
DEPAR,,Deparia,NA (L48),"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)",Dryopteridaceae,,"L48(I,N)CAN(N)",,,
DESCH,,Deschampsia,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(N)CAN(I,N)GL(N)SPM(N)",,,
DESCU,,Descurainia,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Brassicaceae,,"L48(I,N)CAN(I,N)GL(I)",,,
DESMA,,Desmanthus,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, CO, DC, FL, GA, HI, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, ND, NE, NM, NV, OH, OK, PA, PW, SC, SD, TN, TX, UM, UT, VA, WI)",Fabaceae,,L48(N),,,
DEIL,,Desmanthus illinoensis,NA (L48),"USA(AL, AR, CO, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, ND, NE, NM, NV, OH, OK, PA, SC, SD, TN, TX, UT, VA, WI)",Fabaceae,Perennial,L48(N),Spring and Summer,No,Early Summer
DESMO,,Desmodium,"NA (L48, PB)","CAN(MB, NB, NS, ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CO, CT, DC, DE, FL, FM, GA, GU, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MP, MS, NAV, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, PW, RI, SC, SD, TN, TX, UM, VA, VT, WI, WV)",Fabaceae,,"L48(I,N)CAN(N)",,,
DECUL,,Desmodium cuspidatum var. longifolium,NA (L48),"USA(AL, AR, DC, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, NE, OH, OK, TN, TX, WI)",Fabaceae,Perennial,L48(N),,,
DEGL4,,Desmodium glabellum,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
DELA2,,Desmodium laevigatum,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
DENU5,,Desmodium nuttallii,NA (L48),"USA(AL, AR, DE, FL, GA, IL, IN, KY, MD, MO, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
DEOB5,,Desmodium obtusum,NA (L48),"USA(AL, AR, CO, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
DEPA7,,Desmodium pauciflorum,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, SC, TN, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
DEPE80,,Desmodium perplexum,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Fabaceae,Perennial,L48(N),Summer,Yes,Summer
DIARR,,Diarrhena,NA (L48),"CAN(ON), USA(AL, AR, GA, IA, IL, IN, KS, KY, MD, MI, MN, MO, NC, NE, NY, OH, OK, PA, SD, TN, TX, VA, WI, WV)",Poaceae,,L48(N)CAN(N),,,
DIAM,,Diarrhena americana,NA (L48),"USA(AL, AR, GA, IL, IN, KY, MD, MI, MO, NC, OH, OK, TN, VA, WV)",Poaceae,Perennial,L48(N),,,
DICEN,,Dicentra,NA (L48),"CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Fumariaceae,,L48(N)CAN(N),,,
DIEX,,Dicentra eximia,NA (L48),"USA(GA, IL, MA, MD, MI, NC, NJ, NY, OH, PA, SC, TN, VA, VT, WV)",Fumariaceae,Perennial,L48(N),,,
DICHA2,,Dichanthelium,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,L48(N)CAN(N)SPM(N),,,
DISC4,,Dichanthelium Ã—scoparioides,NA (L48),"USA(CT, DE, IA, IL, IN, MA, MN, NJ, RI, VT, WI)",Poaceae,Perennial,L48(N),,,
DIBO2,,Dichanthelium boscii,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
DICO2,,Dichanthelium commutatum,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),Summer,No,Summer
DILA9,,Dichanthelium laxiflorum,NA (L48),"USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
DILO4,,Dichanthelium longiligulatum,NA (L48),"USA(AL, AR, CA, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, ND, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
DIMA5,,Dichanthelium malacophyllum,NA (L48),"USA(AR, IL, KS, KY, MO, OK, TN, TX)",Poaceae,Perennial,L48(N),,,
DIME2,,Dichanthelium meridionale,NA (L48),"USA(AL, CT, DC, DE, GA, IL, IN, KY, MA, MD, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, WI, WV)",Poaceae,Perennial,L48(N),,,
DIOV,,Dichanthelium ovale,"NA (L48), PR","USA+(PR), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MS, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WI)",Poaceae,Perennial,L48(N)PR(N),Spring,No,Spring
DIOVA,,Dichanthelium ovale var. addisonii,"NA (L48), PR","USA+(PR), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MS, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WI)",Poaceae,Perennial,L48(N)PR(N),,,
DIRA,,Dichanthelium ravenelii,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IA, IL, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",Poaceae,Perennial,L48(N),,,
DISA5,,Dichanthelium sabulorum,"NA (L48), PR","USA+(PR), USA(AL, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Poaceae,Perennial,L48(N)PR(N),,,
DISAP,,Dichanthelium sabulorum var. patulum,NA (L48),"USA(AL, CT, DC, DE, FL, GA, IA, IL, IN, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Poaceae,Perennial,L48(N),,,
DISAT,,Dichanthelium sabulorum var. thinium,"NA (L48), PR","USA+(PR), USA(AL, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Poaceae,Perennial,L48(N)PR(N),,,
DISC3,,Dichanthelium scoparium,"NA (L48), PR","USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OK, PA, RI, SC, TN, TX, VA)",Poaceae,Perennial,L48(N)PR(N),Summer,No,Summer
DISPI,,Dichanthelium sphaerocarpon var. isophyllum,NA (L48),"USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)",Poaceae,Perennial,L48(N),,,
DIVIP,,Dichanthelium villosissimum var. praecocius,NA (L48),"USA(AR, IA, IL, IN, KS, KY, MI, MN, MO, ND, NE, OH, OK, SD, TX, WI)",Poaceae,Perennial,L48(N),,,
DICHO,,Dichondra,NA (L48),"USA+(PR), USA(AL, AR, AZ, CA, FL, GA, IL, LA, MD, MO, MS, NC, NM, OH, OK, OR, PA, SC, TN, TX, VA)",Convolvulaceae,,"L48(I,N)",,,
DICA3,,Dichondra carolinensis,NA (L48),"USA(AL, AR, FL, GA, IL, LA, MD, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA)",Convolvulaceae,Perennial,L48(N),,,
DICLI,,Dicliptera,NA (L48),"USA+(PR, VI), USA(AL, AR, AZ, FL, GA, HI, IL, IN, KS, KY, LA, MO, MS, NC, NM, OK, SC, TN, TX, VA)",Acanthaceae,,L48(N),,,
DIBR2,,Dicliptera brachiata,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)",Acanthaceae,"Annual, Perennial",L48(N),,,
DIDIP,,Didiplis,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MN, MO, MS, NC, OK, SC, TN, TX, UT, VA, WI)",Lythraceae,,L48(N),,,
DIDI,,Didiplis diandra,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MN, MO, MS, NC, OK, SC, TN, TX, UT, VA, WI)",Lythraceae,Annual,L48(N),,,
DIERV,,Diervilla,NA (L48),"CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, CT, DE, GA, IA, IL, IN, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)",Caprifoliaceae,,L48(N)CAN(N)SPM(N),,,
DIGIT2,,Digitaria,"NA (L48, PB)","CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(I,N)CAN(I,N)",,,
DICI,,Digitaria ciliaris,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, PW, SC, TN, TX, UM, UT, VA)",Poaceae,Annual,L48(N)HI(I)PR(N)VI(N),Summer and Fall,No,Late Summer
DIFI,,Digitaria filiformis,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)",Poaceae,"Annual, Perennial",L48(N),,,
DIIN2,,Digitaria insularis,"NA (L48, GU, NAV), HI, PR, VI","USA+(PR, VI), USA(AL, AZ, FL, HI, IL, MS, NAV, TX, UM)",Poaceae,Perennial,L48(N)HI(I)PR(N)VI(N),,,
DIVI,,Digitaria villosa,"NA (L48), PR","USA+(PR), USA(AL, AR, FL, GA, IL, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",Poaceae,Perennial,L48(N)PR(N),,,
DIOCL,,Dioclea,"NA (L48, PB)","USA+(PR), USA(AL, AR, FL, GA, HI, IL, KY, LA, MS, OK, PW, TN, TX)",Fabaceae,,L48(N),,,
DIMU,,Dioclea multiflora,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MS, OK, TN, TX)",Fabaceae,Perennial,L48(N),,,
DIODI,,Diodia,NA (L48),"USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Rubiaceae,,"L48(I,N)",,,
DITE2,,Diodia teres,NA (L48),"USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Rubiaceae,"Annual, Perennial",L48(N),,,
DITET,,Diodia teres var. teres,NA (L48),"USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Rubiaceae,"Annual, Perennial",L48(N),,,
DIVI3,,Diodia virginiana,NA (L48),"USA(AL, AR, CT, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Rubiaceae,"Perennial, AN",L48(N),,,
DIVIV2,,Diodia virginiana var. virginiana,NA (L48),"USA(AL, AR, CT, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Rubiaceae,"Annual, Perennial",L48(N),,,
DIOSC,,Dioscorea,"NA (L48, PB)","CAN(ON), USA+(PR, VI), USA(AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, PW, RI, SC, TN, TX, VA, VT, WI, WV)",Dioscoreaceae,,"L48(I,N)CAN(N)",,,
DIQU,,Dioscorea quaternata,NA (L48),"USA(AL, AR, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, NE, NJ, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Dioscoreaceae,Perennial,L48(N),,,
DIOSP,,Diospyros,"NA (L48, PB, PW)","USA+(PR), USA(AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, PW, SC, TN, TX, UT, VA, WV)",Ebenaceae,,"L48(I,N)",,,
DIVI5,,Diospyros virginiana,NA (L48),"USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV)",Ebenaceae,Perennial,L48(N),Spring and Summer,Yes,Late Spring
DIPLA2,,Diplazium,"NA (L48, PB)","CAN(ON, QC), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, PW, SC, TN, VA, VT, WI, WV)",Dryopteridaceae,,"L48(I,N)CAN(N)",,,
DIRCA,,Dirca,NA (L48),"CAN(NB, NS, ON, QC), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, SC, TN, VA, VT, WI, WV)",Thymelaeaceae,,L48(N)CAN(N),,,
DISTI,,Distichlis,NA (L48),"CAN(AB, BC, MB, NB, NS, NT, ON, PE, SK), USA(AL, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, KS, LA, MA, MD, ME, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TX, UT, VA, WA, WI, WY)",Poaceae,,L48(N)CAN(N),,,
DODEC,,Dodecatheon,NA (L48),"CAN(AB, BC, MB, NT, SK, YT), USA(AK, AL, AR, AZ, CA, CO, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY)",Primulaceae,,L48(N)CAN(N),,,
DOAM,,Dodecatheon amethystinum,NA (L48),"USA(IA, IL, MN, MO, PA, WI, WV)",Primulaceae,Perennial,L48(N),,,
DOFR2,,Dodecatheon frenchii,NA (L48),"USA(AL, AR, IL, IN, KY, MO)",Primulaceae,Perennial,L48(N),,,
DOMEB2,,Dodecatheon meadia ssp. brachycarpum,NA (L48),"USA(AL, AR, IA, IL, MO, OK, TN, TX, VA)",Primulaceae,Perennial,L48(N),,,
DOELL2,,Doellingeria,NA (L48),"CAN(AB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Asteraceae,,L48(N)CAN(N)SPM(N),,,
DRABA,,Draba,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Brassicaceae,,"L48(I,N)CAN(N,W)GL(N)SPM(N)",,,
DRBR,,Draba brachycarpa,NA (L48),"USA(AL, AR, AZ, FL, GA, IL, IN, KS, KY, LA, MO, MS, MT, NC, NE, OH, OK, OR, SC, TN, TX, VA)",Brassicaceae,Annual,L48(N),,,
DRCU,,Draba cuneifolia,NA (L48),"USA(AL, AR, AZ, CA, CO, FL, IL, KS, KY, LA, MO, MS, NC, NE, NM, NV, OH, OK, PA, SC, SD, TN, TX, UT)",Brassicaceae,Annual,L48(N),,,
DRCUC,,Draba cuneifolia var. cuneifolia,NA (L48),"USA(AL, AR, AZ, CA, CO, FL, IL, KS, KY, LA, MO, MS, NC, NE, NM, NV, OH, OK, PA, SC, SD, TN, TX, UT)",Brassicaceae,Annual,L48(N),,,
DRACO,,Dracocephalum,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), USA(AK, AZ, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WV, WY)",Lamiaceae,,"L48(I,N)CAN(I,N)",,,
DRACO3,,Dracopis,NA (L48),"USA(AL, AR, FL, GA, IL, KS, LA, MO, MS, ND, NM, OK, SC, TX)",Asteraceae,,L48(N),,,
DRAM,,Dracopis amplexicaulis,NA (L48),"USA(AL, AR, FL, GA, IL, KS, LA, MO, MS, ND, NM, OK, SC, TX)",Asteraceae,Annual,L48(N),Spring and Summer,No,Late Summer
DROSE,,Drosera,"GL (L48, GL, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR)",Droseraceae,,"L48(I,N)CAN(N)GL(N)SPM(N)",,,
DRYOP,,Dryopteris,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dryopteridaceae,,L48(N)CAN(N)GL(N)SPM(N),,,
DRCE,,Dryopteris celsa,NA (L48),"USA(AL, AR, DC, DE, GA, IL, IN, KY, LA, MD, MI, MO, NC, NJ, NY, PA, SC, TN, TX, VA, WV)",Dryopteridaceae,Perennial,L48(N),,,
DULIC,,Dulichium,NA (L48),"CAN(BC, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AK, AL, AR, CA, CT, DC, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV, WY)",Cyperaceae,,L48(N)CAN(N)SPM(N),,,
DYSPH,,Dysphania,NA (L48),"CAN(BC, NB, NS, ON, PE, QC), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Chenopodiaceae,,"L48(I,N)CAN(I)",,,
DYSSO,,Dyssodia,NA (L48),"CAN(ON, SK), USA(AR, AZ, CA, CO, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, PA, SC, SD, TN, TX, UT, VT, WI, WV, WY)",Asteraceae,,L48(N)CAN(I),,,
